Class,Importer,Exporter,Total_Quantity,N_Records
Mammalia,ID,EG,126,9
Mammalia,IQ,EG,24,7
Mammalia,MY,EG,172,12
Mammalia,RU,EG,11,3
Mammalia,SA,EG,7,2
Mammalia,SY,EG,1,1
Mammalia,TH,EG,127,8
Mammalia,XX,EG,4,1
Mammalia,AE,ES,60,60
Mammalia,AR,ES,1,1
Mammalia,AU,ES,5,5
Mammalia,BR,ES,2,2
Mammalia,CH,ES,11,4
Mammalia,CN,ES,22,22
Mammalia,DO,ES,6,2
Mammalia,GB,ES,4471,138
Mammalia,GH,ES,4,4
Mammalia,GI,ES,1,1
Mammalia,GT,ES,6,4
Mammalia,ID,ES,12,7
Mammalia,IL,ES,40,8
Mammalia,MA,ES,6,5
Mammalia,ML,ES,2,2
Mammalia,RU,ES,2,2
Mammalia,SG,ES,6,6
Mammalia,TH,ES,25,19
Mammalia,TZ,ES,4,4
Mammalia,US,ES,2,2
Mammalia,VE,ES,12,4
Mammalia,VN,ES,2,1
Mammalia,ZA,ES,12,8
Mammalia,CN,ET,70,3
Mammalia,GT,ET,5,1
Mammalia,CH,FI,1,1
Mammalia,GB,FI,8,8
Mammalia,IL,FI,1,1
Mammalia,AE,FR,4,4
Mammalia,AR,FR,3,3
Mammalia,AU,FR,9,7
Mammalia,BA,FR,3,3
Mammalia,BR,FR,6,6
Mammalia,CA,FR,56,16
Mammalia,CH,FR,70,60
Mammalia,CL,FR,2,2
Mammalia,CN,FR,4,2
Mammalia,DZ,FR,3,3
Mammalia,FR,FR,9,3
Mammalia,GA,FR,3,3
Mammalia,GB,FR,41,40
Mammalia,GE,FR,2,2
Mammalia,GH,FR,1,1
Mammalia,GT,FR,30,20
Mammalia,IL,FR,22,22
Mammalia,IM,FR,4,3
Mammalia,JE,FR,7,7
Mammalia,JP,FR,6,6
Mammalia,KZ,FR,3,2
Mammalia,MA,FR,48,9
Mammalia,MC,FR,20,7
Mammalia,MG,FR,4,4
Mammalia,MK,FR,2,2
Mammalia,NO,FR,7,7
Mammalia,NZ,FR,4,4
Mammalia,PA,FR,2,1
Mammalia,PH,FR,20,16
Mammalia,RU,FR,28,21
Mammalia,SA,FR,4,2
Mammalia,SG,FR,29,23
Mammalia,TH,FR,8,8
Mammalia,TN,FR,10,10
Mammalia,TR,FR,7,7
Mammalia,TW,FR,1,1
Mammalia,UA,FR,29,27
Mammalia,US,FR,28,10
Mammalia,XV,FR,7,7
Mammalia,ZA,FR,46,32
Mammalia,AE,GB,10,9
Mammalia,AT,GB,4,4
Mammalia,AU,GB,32,32
Mammalia,BE,GB,2,2
Mammalia,BR,GB,1,1
Mammalia,CA,GB,3,3
Mammalia,CG,GB,4,2
Mammalia,CH,GB,20,20
Mammalia,CL,GB,1,1
Mammalia,CN,GB,4,2
Mammalia,DE,GB,49,44
Mammalia,DK,GB,9,9
Mammalia,FR,GB,14,14
Mammalia,HU,GB,7,7
Mammalia,ID,GB,4,3
Mammalia,IE,GB,21,21
Mammalia,IL,GB,32,30
Mammalia,IM,GB,3,2
Mammalia,IR,GB,2,2
Mammalia,JE,GB,28,28
Mammalia,JP,GB,211,9
Mammalia,KW,GB,3,3
Mammalia,KZ,GB,2,2
Mammalia,MK,GB,1,1
Mammalia,MX,GB,1,1
Mammalia,MY,GB,1,1
Mammalia,NL,GB,6,6
Mammalia,NO,GB,6,6
Mammalia,PA,GB,11,11
Mammalia,PL,GB,1,1
Mammalia,PT,GB,2,2
Mammalia,RO,GB,7,2
Mammalia,RU,GB,3,2
Mammalia,SG,GB,9,9
Mammalia,US,GB,155,55
Mammalia,ZA,GB,57,37
Mammalia,AZ,GE,3,1
Mammalia,RU,GE,15,6
Mammalia,UA,GE,6,6
Mammalia,BJ,GH,40,1
Mammalia,CN,GH,2109,110
Mammalia,ML,GH,10,1
Mammalia,MZ,GH,6,1
Mammalia,TH,GH,100,4
Mammalia,US,GH,4,3
Mammalia,XX,GH,6,6
Mammalia,DK,GL,27,1
Mammalia,AU,GR,1,1
Mammalia,IL,GR,3,3
Mammalia,IN,GR,5,5
Mammalia,MK,GR,7,1
Mammalia,US,GR,1,1
Mammalia,XX,GR,1,1
Mammalia,BZ,GT,2,2
Mammalia,CL,GT,2,2
Mammalia,CN,GT,78,35
Mammalia,CU,GT,16,4
Mammalia,DE,GT,22,6
Mammalia,TH,GT,18,5
Mammalia,US,GT,6,6
Mammalia,ZA,GT,5,1
Mammalia,KE,GW,2,1
Mammalia,AT,GY,20,2
Mammalia,CN,GY,5907,187
Mammalia,GB,GY,6,2
Mammalia,ID,GY,42,2
Mammalia,JP,GY,248,73
Mammalia,MA,GY,172,16
Mammalia,MY,GY,282,37
Mammalia,NL,GY,9,2
Mammalia,RU,GY,80,5
Mammalia,SA,GY,6,1
Mammalia,TH,GY,1261,109
Mammalia,UA,GY,45,3
Mammalia,US,GY,2448,634
Mammalia,JP,HK,4,2
Mammalia,MY,HK,2,2
Mammalia,SG,HK,6,2
Mammalia,MX,HN,1,1
Mammalia,RS,HR,17,3
Mammalia,SG,HR,1,1
Mammalia,AR,HU,3,3
Mammalia,BA,HU,4,2
Mammalia,CH,HU,3,3
Mammalia,IL,HU,11,5
Mammalia,IS,HU,1,1
Mammalia,JP,HU,2,2
Mammalia,MK,HU,11,8
Mammalia,NO,HU,4,2
Mammalia,RS,HU,15,6
Mammalia,RU,HU,11,9
Mammalia,SA,HU,1,1
Mammalia,SR,HU,4,2
Mammalia,TR,HU,2,2
Mammalia,UA,HU,7,6
Mammalia,US,HU,5,5
Mammalia,AE,ID,9,6
Mammalia,AU,ID,12,8
Mammalia,BE,ID,4,2
Mammalia,CA,ID,5,1
Mammalia,CN,ID,5351,13
Mammalia,CY,ID,4,2
Mammalia,CZ,ID,84,14
Mammalia,DE,ID,5,4
Mammalia,DK,ID,69,23
Mammalia,FR,ID,19,1
Mammalia,GB,ID,6,3
Mammalia,HK,ID,7,1
Mammalia,IT,ID,182,18
Mammalia,JP,ID,218,43
Mammalia,KR,ID,35,4
Mammalia,KZ,ID,4,2
Mammalia,MY,ID,6,3
Mammalia,PH,ID,15,6
Mammalia,PL,ID,8,4
Mammalia,SA,ID,4,4
Mammalia,SG,ID,3,3
Mammalia,SK,ID,4,1
Mammalia,TW,ID,1,1
Mammalia,UA,ID,2,1
Mammalia,US,ID,3026,26
Mammalia,VN,ID,6,5
Mammalia,AE,IE,2,2
Mammalia,AU,IE,2,2
Mammalia,GB,IE,25,20
Mammalia,IR,IE,3,3
Mammalia,SG,IE,6,4
Mammalia,BE,IL,3,3
Mammalia,CH,IL,5,5
Mammalia,CZ,IL,2,2
Mammalia,DE,IL,5,5
Mammalia,FR,IL,4,4
Mammalia,HU,IL,1,1
Mammalia,LV,IL,2,2
Mammalia,PL,IL,4,4
Mammalia,RU,IL,10,2
Mammalia,UA,IL,10,6
Mammalia,FR,IM,2,2
Mammalia,GB,IM,2,2
Mammalia,NL,IM,8,4
Mammalia,CZ,IN,8,2
Mammalia,DE,IN,2,2
Mammalia,GR,IN,2,1
Mammalia,JP,IN,3,1
Mammalia,LK,IN,16,4
Mammalia,MK,IN,1,1
Mammalia,SG,IN,8.043055556,6
Mammalia,VN,IN,0.084722222,2
Mammalia,GE,IQ,2,2
Mammalia,LY,IQ,2,1
Mammalia,NL,IQ,2,2
Mammalia,AM,IR,5,2
Mammalia,DE,IR,2,1
Mammalia,FR,IR,1,1
Mammalia,IQ,IR,25,12
Mammalia,KE,IR,2,2
Mammalia,PK,IR,38,6
Mammalia,RU,IR,2,2
Mammalia,TR,IR,2,1
Mammalia,AE,IT,2,2
Mammalia,CH,IT,3,3
Mammalia,DZ,IT,25,17
Mammalia,GB,IT,4,3
Mammalia,IL,IT,3,3
Mammalia,MC,IT,4,4
Mammalia,QA,IT,2,1
Mammalia,RS,IT,2,2
Mammalia,RU,IT,11,1
Mammalia,SA,IT,29,23
Mammalia,TN,IT,4,4
Mammalia,US,IT,2,2
Mammalia,BE,JE,1,1
Mammalia,DE,JE,2,2
Mammalia,DK,JE,1,1
Mammalia,FR,JE,24,7
Mammalia,GB,JE,32,20
Mammalia,DO,JM,12,12
Mammalia,IL,JO,7,1
Mammalia,IQ,JO,2,1
Mammalia,ZA,JO,2,1
Mammalia,AT,JP,2,2
Mammalia,AU,JP,1,1
Mammalia,CL,JP,6,4
Mammalia,CN,JP,964,207
Mammalia,GB,JP,8,6
Mammalia,ID,JP,23,7
Mammalia,KR,JP,10,8
Mammalia,LA,JP,7,2
Mammalia,LK,JP,8,4
Mammalia,PL,JP,2,2
Mammalia,RU,JP,15,7
Mammalia,TH,JP,94,12
Mammalia,TW,JP,23,5
Mammalia,US,JP,26,6
Mammalia,VN,JP,40,13
Mammalia,TZ,KE,4,2
Mammalia,US,KE,10,1
Mammalia,AU,KG,1,1
Mammalia,AZ,KG,1,1
Mammalia,KZ,KG,29,18
Mammalia,RU,KG,6,4
Mammalia,TJ,KG,10,5
Mammalia,UZ,KG,53,32
Mammalia,CA,KH,2136,6
Mammalia,CN,KH,7000,4
Mammalia,JP,KH,30033,81
Mammalia,KR,KH,2850,18
Mammalia,US,KH,129798,316
Mammalia,FR,KN,138,11
Mammalia,US,KN,4515,67
Mammalia,VN,KP,2,2
Mammalia,CN,KR,92,14
Mammalia,DE,KR,4,4
Mammalia,GB,KR,1,1
Mammalia,ID,KR,4,2
Mammalia,JP,KR,14,12
Mammalia,MY,KR,4,4
Mammalia,TW,KR,60,1
Mammalia,US,KR,50,7
Mammalia,VN,KR,2,2
Mammalia,CA,KW,4,1
Mammalia,GB,KW,7,7
Mammalia,LK,KW,1,1
Mammalia,ZA,KW,2,1
Mammalia,CN,KZ,10,5
Mammalia,IN,KZ,1,1
Mammalia,KG,KZ,8,8
Mammalia,RU,KZ,22,16
Mammalia,TJ,KZ,2,1
Mammalia,UA,KZ,2,2
Mammalia,UZ,KZ,12,5
Mammalia,CN,LA,28,9
Mammalia,JP,LA,8,2
Mammalia,KH,LA,9,1
Mammalia,EG,LB,3,1
Mammalia,GB,LB,38,7
Mammalia,IQ,LB,100,4
Mammalia,NG,LB,1,1
Mammalia,US,LB,8,6
Mammalia,ZA,LB,7,2
Mammalia,CN,LK,8,2
Mammalia,JP,LK,6,3
Mammalia,BY,LT,2,2
Mammalia,IL,LT,2,2
Mammalia,ZA,LT,2,2
Mammalia,BY,LV,1,1
Mammalia,CH,LV,1,1
Mammalia,IL,LV,12,6
Mammalia,NO,LV,2,2
Mammalia,RU,LV,4,2
Mammalia,SG,LV,2,1
Mammalia,UA,LV,9,2
Mammalia,AE,MA,146,7
Mammalia,DE,MA,3,3
Mammalia,FR,MA,3,3
Mammalia,FR,MC,7,5
Mammalia,HU,MC,5,5
Mammalia,IT,MC,4,4
Mammalia,RU,MD,1,1
Mammalia,UA,MD,12,9
Mammalia,HU,ME,1,1
Mammalia,NL,ME,1,1
Mammalia,AM,MG,10,1
Mammalia,AS,MG,120,1
Mammalia,MU,MG,2,1
Mammalia,TD,MG,2,1
Mammalia,TH,MG,4,1
Mammalia,AE,MK,3,1
Mammalia,BG,MK,4,4
Mammalia,CH,MK,8,5
Mammalia,CZ,MK,3,3
Mammalia,KW,MK,6,1
Mammalia,RS,MK,14,6
Mammalia,SI,MK,4,3
Mammalia,SL,MK,2,1
Mammalia,UA,MK,4,4
Mammalia,CN,ML,238,11
Mammalia,JP,MM,4,1
Mammalia,RU,MM,7,2
Mammalia,JO,MT,1,1
Mammalia,LY,MT,29,9
Mammalia,TR,MT,11,5
Mammalia,CA,MU,530,6
Mammalia,DE,MU,492,12
Mammalia,ES,MU,23624,199
Mammalia,FR,MU,8443,198
Mammalia,GB,MU,11506,178
Mammalia,NL,MU,107,2
Mammalia,US,MU,58767,871
Mammalia,MZ,MW,2,1
Mammalia,ZA,MW,4,1
Mammalia,CL,MX,4,1
Mammalia,CN,MX,3,3
Mammalia,CZ,MX,12,4
Mammalia,GT,MX,30,14
Mammalia,IN,MX,681,142
Mammalia,JP,MX,12,4
Mammalia,NI,MX,3,3
Mammalia,PE,MX,14,11
Mammalia,TH,MX,35,8
Mammalia,US,MX,34,24
Mammalia,AE,MY,10,1
Mammalia,BN,MY,20,5
Mammalia,CN,MY,16,2
Mammalia,ID,MY,15,4
Mammalia,IN,MY,6,4
Mammalia,JP,MY,21,7
Mammalia,OM,MY,8,2
Mammalia,VN,MY,8,8
Mammalia,XX,MY,16,3
Mammalia,XX,MZ,52,2
Mammalia,ZA,MZ,10,1
Mammalia,BF,NE,24,7
Mammalia,BJ,NE,6,3
Mammalia,CI,NE,38,6
Mammalia,CN,NE,10,2
Mammalia,FR,NE,43,1
Mammalia,GN,NE,2,1
Mammalia,LY,NE,14,3
Mammalia,ML,NE,88,18
Mammalia,NG,NE,16,4
Mammalia,SN,NE,93,13
Mammalia,TG,NE,6,3
Mammalia,XX,NE,2,2
Mammalia,ZA,NE,5,2
Mammalia,NE,NG,20,7
Mammalia,ZA,NG,1,1
Mammalia,NL,NI,6,1
Mammalia,AE,NL,14,14
Mammalia,CH,NL,44,32
Mammalia,CN,NL,34,12
Mammalia,CO,NL,4,3
Mammalia,GB,NL,25,25
Mammalia,GH,NL,26,2
Mammalia,GI,NL,1,1
Mammalia,IL,NL,40,7
Mammalia,JP,NL,50,20
Mammalia,KR,NL,61,15
Mammalia,KW,NL,3,3
Mammalia,KZ,NL,4,1
Mammalia,LK,NL,2,2
Mammalia,MA,NL,8,7
Mammalia,MK,NL,4,1
Mammalia,NO,NL,4,4
Mammalia,PH,NL,9,6
Mammalia,RU,NL,4,2
Mammalia,SA,NL,370,4
Mammalia,SG,NL,6,4
Mammalia,TR,NL,11,7
Mammalia,TW,NL,2,2
Mammalia,UA,NL,1,1
Mammalia,US,NL,18,8
Mammalia,ZA,NL,40,26
Mammalia,AU,NO,1,1
Mammalia,BG,NO,2,1
Mammalia,CZ,NO,2,2
Mammalia,DE,NO,1,1
Mammalia,DK,NO,2,2
Mammalia,FR,NO,7,3
Mammalia,GB,NO,4,4
Mammalia,IL,NO,4,3
Mammalia,JP,NO,4,2
Mammalia,SE,NO,14,8
Mammalia,CN,NP,2,1
Mammalia,IN,NP,1,1
Mammalia,AU,NZ,79,65
Mammalia,SG,NZ,12,9
Mammalia,AE,OM,8,5
Mammalia,CN,OM,8,1
Mammalia,US,PA,9,5
Mammalia,CN,PE,12,8
Mammalia,JP,PE,2,1
Mammalia,MY,PE,16,4
Mammalia,TH,PE,50,19
Mammalia,US,PE,15,1
Mammalia,ZA,PG,1,1
Mammalia,CN,PH,3,1
Mammalia,JP,PH,210,3
Mammalia,US,PH,4581,13
Mammalia,ZA,PH,1,1
Mammalia,JO,PK,4,2
Mammalia,KH,PK,2,2
Mammalia,UA,PK,3,2
Mammalia,BY,PL,3,2
Mammalia,CH,PL,9,9
Mammalia,GB,PL,3,3
Mammalia,ID,PL,9,6
Mammalia,IL,PL,3,3
Mammalia,JP,PL,3,3
Mammalia,KR,PL,10,5
Mammalia,KZ,PL,2,1
Mammalia,RU,PL,11,6
Mammalia,SG,PL,5,4
Mammalia,TH,PL,8,6
Mammalia,TN,PL,2,2
Mammalia,TR,PL,7,5
Mammalia,UA,PL,4,4
Mammalia,US,PL,12,9
Mammalia,ZA,PL,6,6
Mammalia,AO,PT,16,1
Mammalia,IL,PT,1,1
Mammalia,KR,PT,2,2
Mammalia,SG,PT,2,2
Mammalia,VE,PT,12,2
Mammalia,AR,PY,3,1
Mammalia,AE,QA,1,1
Mammalia,BY,QA,3,1
Mammalia,DE,QA,6,1
Mammalia,DK,QA,6,6
Mammalia,DZ,QA,50,1
Mammalia,RU,QA,13,5
Mammalia,ZA,QA,55,5
Mammalia,BY,RO,1,1
Mammalia,US,RO,18,3
Mammalia,ZA,RO,4,2
Mammalia,AE,RS,3,3
Mammalia,BA,RS,4,1
Mammalia,CH,RS,2,2
Mammalia,CN,RS,10,2
Mammalia,GR,RS,4,2
Mammalia,HR,RS,6,3
Mammalia,MK,RS,2,2
Mammalia,PH,RS,3,3
Mammalia,SK,RS,8,2
Mammalia,US,RS,7,4
Mammalia,AE,RU,12,11
Mammalia,AM,RU,2,2
Mammalia,AT,RU,2,2
Mammalia,AZ,RU,18,9
Mammalia,BA,RU,1,1
Mammalia,BE,RU,7,5
Mammalia,BG,RU,2,2
Mammalia,BL,RU,1,1
Mammalia,BY,RU,104,52
Mammalia,CH,RU,6,5
Mammalia,CL,RU,5,3
Mammalia,CN,RU,153,55
Mammalia,CY,RU,1,1
Mammalia,CZ,RU,65,29
Mammalia,DE,RU,21,13
Mammalia,DK,RU,2,2
Mammalia,EE,RU,4,4
Mammalia,EG,RU,3,3
Mammalia,ES,RU,3,3
Mammalia,FI,RU,6,6
Mammalia,FR,RU,16,14
Mammalia,GB,RU,7,5
Mammalia,GE,RU,46,16
Mammalia,HK,RU,4,1
Mammalia,HU,RU,10,8
Mammalia,ID,RU,24,17
Mammalia,IL,RU,8,6
Mammalia,IT,RU,11,1
Mammalia,JP,RU,73,56
Mammalia,KG,RU,49,22
Mammalia,KR,RU,22,8
Mammalia,KZ,RU,246,139
Mammalia,LU,RU,2,1
Mammalia,LV,RU,1,1
Mammalia,MA,RU,4,2
Mammalia,MC,RU,1,1
Mammalia,MD,RU,45,19
Mammalia,NL,RU,7,2
Mammalia,PH,RU,2,2
Mammalia,PL,RU,5,5
Mammalia,PT,RU,4,2
Mammalia,QA,RU,22,10
Mammalia,SE,RU,5,5
Mammalia,TH,RU,54,19
Mammalia,TR,RU,1,1
Mammalia,TZ,RU,3,3
Mammalia,UA,RU,98,35
Mammalia,US,RU,19,16
Mammalia,UZ,RU,26,17
Mammalia,VN,RU,120,15
Mammalia,XV,RU,97,97
Mammalia,XX,RU,16,3
Mammalia,CD,SA,9,7
Mammalia,KR,SA,2,1
Mammalia,KW,SA,4,1
Mammalia,US,SA,10,1
Mammalia,CN,SB,10,1
Mammalia,US,SB,60,4
Mammalia,XV,SB,18,1
Mammalia,AE,SD,264,13
Mammalia,CN,SD,1300,31
Mammalia,ET,SD,19,5
Mammalia,ID,SD,100,6
Mammalia,JO,SD,2,1
Mammalia,JP,SD,196,17
Mammalia,KW,SD,14,3
Mammalia,ML,SD,40,2
Mammalia,MY,SD,86,8
Mammalia,NL,SD,20,1
Mammalia,OM,SD,40,1
Mammalia,PA,SD,6,2
Mammalia,PK,SD,40,2
Mammalia,QA,SD,69,13
Mammalia,RU,SD,485,11
Mammalia,SA,SD,2,1
Mammalia,SY,SD,1176,26
Mammalia,TH,SD,600,38
Mammalia,UA,SD,1017,12
Mammalia,US,SD,963,45
Mammalia,XX,SD,50,1
Mammalia,ZA,SD,90,6
Mammalia,AE,SE,4,4
Mammalia,AR,SE,4,4
Mammalia,CH,SE,5,5
Mammalia,GB,SE,7,7
Mammalia,IL,SE,7,7
Mammalia,NO,SE,21,12
Mammalia,RU,SE,5,3
Mammalia,SG,SE,1,1
Mammalia,UA,SE,1,1
Mammalia,AE,SG,8,2
Mammalia,AU,SG,41,11
Mammalia,BG,SG,2,2
Mammalia,CN,SG,10,4
Mammalia,CZ,SG,1,1
Mammalia,DE,SG,1,1
Mammalia,DK,SG,2,2
Mammalia,ES,SG,4,2
Mammalia,FR,SG,4,4
Mammalia,GB,SG,5,4
Mammalia,HK,SG,8,4
Mammalia,ID,SG,35,15
Mammalia,IN,SG,40,8
Mammalia,MY,SG,14,4
Mammalia,NZ,SG,4,4
Mammalia,PH,SG,55,9
Mammalia,TH,SG,1,1
Mammalia,TW,SG,18,10
Mammalia,US,SG,29,12
Mammalia,ZA,SG,40,17
Mammalia,BA,SI,4,4
Mammalia,AL,SK,8,4
Mammalia,CH,SK,2,2
Mammalia,CL,SK,2,1
Mammalia,CN,SK,30,18
Mammalia,ID,SK,4,3
Mammalia,JP,SK,4,3
Mammalia,KR,SK,2,2
Mammalia,MM,SK,5,2
Mammalia,NO,SK,2,2
Mammalia,OM,SK,2,2
Mammalia,PH,SK,2,1
Mammalia,RS,SK,5,5
Mammalia,RU,SK,7,6
Mammalia,UA,SK,13,5
Mammalia,US,SK,15,11
Mammalia,DE,SN,1,1
Mammalia,ML,SN,11,3
Mammalia,AE,SR,478,28
Mammalia,CN,SR,932,34
Mammalia,DM,SR,100,1
Mammalia,DO,SR,100,1
Mammalia,GB,SR,50,2
Mammalia,ID,SR,8,2
Mammalia,KW,SR,98,4
Mammalia,PA,SR,20,2
Mammalia,RU,SR,83,5
Mammalia,TH,SR,419,24
Mammalia,US,SR,44,9
Mammalia,US,SS,30,2
Mammalia,ZM,SS,27,5
Mammalia,GT,SV,16,2
Mammalia,AE,SY,38,24
Mammalia,CN,SY,1343,33
Mammalia,CZ,SY,17,7
Mammalia,DE,SY,3,2
Mammalia,MY,SY,20,1
Mammalia,NL,SY,20,1
Mammalia,RU,SY,113,3
Mammalia,SA,SY,4,2
Mammalia,SK,SY,18,3
Mammalia,UA,SY,1650,38
Mammalia,UZ,SY,88,17
Mammalia,XX,SY,8,3
Mammalia,ZA,SY,74,10
Mammalia,US,SZ,1,1
Mammalia,XX,SZ,29,10
Mammalia,ZA,SZ,22,5
Mammalia,AE,TG,30,2
Mammalia,BJ,TG,159,9
Mammalia,CF,TG,1,1
Mammalia,CN,TG,133,10
Mammalia,GA,TG,2,2
Mammalia,GB,TG,16,2
Mammalia,GH,TG,35,4
Mammalia,GT,TG,30,2
Mammalia,IT,TG,16,4
Mammalia,KR,TG,12,2
Mammalia,MG,TG,10,1
Mammalia,MY,TG,124,9
Mammalia,NL,TG,51,7
Mammalia,SA,TG,40,4
Mammalia,TH,TG,739,64
Mammalia,TW,TG,20,1
Mammalia,US,TG,4,1
Mammalia,XX,TG,10,1
Mammalia,AE,TH,15,2
Mammalia,CN,TH,79,5
Mammalia,FR,TH,10,6
Mammalia,GB,TH,2,2
Mammalia,ID,TH,38,16
Mammalia,JP,TH,173,45
Mammalia,KR,TH,16,3
Mammalia,LK,TH,2,1
Mammalia,OM,TH,16,2
Mammalia,PH,TH,1,1
Mammalia,SA,TH,50,1
Mammalia,SG,TH,8,5
Mammalia,UA,TH,1,1
Mammalia,US,TH,26224,96
Mammalia,KG,TJ,13,6
Mammalia,KZ,TJ,8,2
Mammalia,RU,TJ,3,3
Mammalia,UZ,TJ,6,5
Mammalia,FR,TN,10,10
Mammalia,IT,TN,6,6
Mammalia,LY,TN,19,16
Mammalia,DE,TR,2,2
Mammalia,FI,TR,2,2
Mammalia,GB,TR,1,1
Mammalia,US,TT,1,1
Mammalia,CZ,TW,2,1
Mammalia,JP,TW,1,1
Mammalia,NL,TW,1,1
Mammalia,SG,TW,1,1
Mammalia,US,TW,2,1
Mammalia,XX,TZ,1,1
Mammalia,AM,UA,18,10
Mammalia,AZ,UA,12,9
Mammalia,BD,UA,12,5
Mammalia,BE,UA,10,6
Mammalia,BY,UA,100,51
Mammalia,CA,UA,2,2
Mammalia,CH,UA,6,6
Mammalia,CN,UA,120,15
Mammalia,CZ,UA,10,1
Mammalia,DE,UA,8,7
Mammalia,EG,UA,9,8
Mammalia,ES,UA,6,6
Mammalia,FR,UA,2,2
Mammalia,HU,UA,2,1
Mammalia,ID,UA,17,12
Mammalia,JP,UA,2,2
Mammalia,KZ,UA,6,6
Mammalia,MD,UA,18,12
Mammalia,MK,UA,9,3
Mammalia,MX,UA,2,2
Mammalia,MY,UA,8,2
Mammalia,NL,UA,7,6
Mammalia,OM,UA,4,2
Mammalia,PH,UA,2,1
Mammalia,PK,UA,7,3
Mammalia,PL,UA,60,23
Mammalia,RO,UA,24,9
Mammalia,RS,UA,2,1
Mammalia,RU,UA,27,19
Mammalia,SA,UA,6,2
Mammalia,SR,UA,2,1
Mammalia,SY,UA,39,21
Mammalia,TH,UA,21,15
Mammalia,TR,UA,1,1
Mammalia,UG,UA,10,6
Mammalia,US,UA,11,8
Mammalia,UZ,UA,14,11
Mammalia,ZA,UA,55,29
Mammalia,CZ,UG,2,1
Mammalia,DE,UG,2,1
Mammalia,IR,UG,628,8
Mammalia,SY,UG,70,1
Mammalia,ZA,UG,70,9
Mammalia,AE,US,61,12
Mammalia,AU,US,30,8
Mammalia,BE,US,10,4
Mammalia,BM,US,12,6
Mammalia,BR,US,2,2
Mammalia,CA,US,16204,587
Mammalia,CH,US,2,2
Mammalia,CN,US,22,7
Mammalia,CO,US,3,3
Mammalia,CZ,US,14,2
Mammalia,DE,US,39,32
Mammalia,DK,US,6,3
Mammalia,FR,US,74,10
Mammalia,GB,US,36,34
Mammalia,GP,US,1,1
Mammalia,ID,US,4,2
Mammalia,IL,US,1,1
Mammalia,JP,US,59,15
Mammalia,ME,US,2,2
Mammalia,MX,US,96,43
Mammalia,MY,US,2,2
Mammalia,NL,US,2,2
Mammalia,NZ,US,4,4
Mammalia,PH,US,36,6
Mammalia,PL,US,4,1
Mammalia,PT,US,4,2
Mammalia,RU,US,17,3
Mammalia,SE,US,2,2
Mammalia,SG,US,63,21
Mammalia,TT,US,14,2
Mammalia,TW,US,11,1
Mammalia,TZ,US,1,1
Mammalia,UA,US,3,2
Mammalia,XX,US,1,1
Mammalia,ZA,US,11,5
Mammalia,AR,UY,2,2
Mammalia,BH,UY,6,3
Mammalia,CN,UY,378,26
Mammalia,EG,UY,11,3
Mammalia,GT,UY,5,1
Mammalia,JP,UY,20,8
Mammalia,KR,UY,6,2
Mammalia,MY,UY,4,2
Mammalia,RU,UY,8,2
Mammalia,SA,UY,10,4
Mammalia,TH,UY,35,4
Mammalia,TR,UY,12,2
Mammalia,UA,UY,5,2
Mammalia,VN,UY,20,2
Mammalia,BD,UZ,24,12
Mammalia,BY,UZ,2,1
Mammalia,CN,UZ,290,31
Mammalia,KG,UZ,10,8
Mammalia,KZ,UZ,38,27
Mammalia,OM,UZ,4,1
Mammalia,RU,UZ,16,10
Mammalia,TJ,UZ,27,10
Mammalia,UA,UZ,76,9
Mammalia,AR,VE,1,1
Mammalia,DO,VE,4,2
Mammalia,ES,VE,20,2
Mammalia,MY,VE,16,1
Mammalia,US,VE,269,1
Mammalia,PR,VG,2,1
Mammalia,CN,VN,13252,65
Mammalia,DE,VN,2783,38
Mammalia,ES,VN,9872,99
Mammalia,FR,VN,8420,107
Mammalia,GB,VN,3114,44
Mammalia,IN,VN,3,2
Mammalia,JP,VN,13484,88
Mammalia,KR,VN,5418,24
Mammalia,NL,VN,960,3
Mammalia,RU,VN,765,12
Mammalia,SG,VN,322,8
Mammalia,US,VN,13284,91
Mammalia,ZA,VN,2,2
Mammalia,RU,XV,3,1
Mammalia,AO,XX,25,2
Mammalia,BJ,XX,211,12
Mammalia,BO,XX,3,1
Mammalia,CN,XX,2,1
Mammalia,ES,XX,1,1
Mammalia,ID,XX,78,26
Mammalia,IN,XX,1,1
Mammalia,JE,XX,2,2
Mammalia,KH,XX,2,1
Mammalia,MY,XX,74,9
Mammalia,MZ,XX,78,3
Mammalia,NE,XX,6,2
Mammalia,SY,XX,42,21
Mammalia,TT,XX,14,2
Mammalia,ZA,XX,17,8
Mammalia,SA,YE,1,1
Mammalia,AE,ZA,1419,181
Mammalia,AF,ZA,50,4
Mammalia,AM,ZA,110,8
Mammalia,AO,ZA,6,1
Mammalia,AU,ZA,39,18
Mammalia,AW,ZA,3,1
Mammalia,BD,ZA,830,74
Mammalia,BE,ZA,4,3
Mammalia,BG,ZA,2,1
Mammalia,BJ,ZA,20,8
Mammalia,BR,ZA,36,4
Mammalia,BW,ZA,19,11
Mammalia,CA,ZA,28,6
Mammalia,CD,ZA,22,8
Mammalia,CG,ZA,25,3
Mammalia,CH,ZA,22,3
Mammalia,CL,ZA,26,9
Mammalia,CN,ZA,3114,273
Mammalia,CO,ZA,1,1
Mammalia,CY,ZA,3,2
Mammalia,CZ,ZA,97,25
